priority,workstream,sequence,date,type,selectionTier,selectionScore,pages,title,action,why,blockingIssue,sourceNoteStatus,sourceNoteFlags,facePageStatus,facePageMissingFields,annotationTreatment,readinessBucket,dominantIssues,packetPages,sourcePdfPages,derivativePdfUrl,sourcePacketUrl,reportLinks
"P3","Face-page metadata backlog","29","1994-09-28","Memcon","Tier 3 - supporting candidate","50","6","Second Clinton/Yeltsin One-on-One","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: participants; classification marking.","","Needs source-note review","participants; classification marking; classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Review fields","participants; classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (12); Ukraine / Nuclear Security (6); Iraq / Middle East (4)","145-150","3-7,9","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/clinton-standalone-1994-09-28-second-one-on-one.pdf","https://clinton.presidentiallibraries.us/files/original/2509827ca57f98e07eec584b3d69250f.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","30","1994-10-05","Telcon","Tier 3 - supporting candidate","48","4","Telephone call with President Boris Yeltsin, October 5, 1994, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (6); Economic Reform / Assistance (4); Russian Politics / Elections (1)","151-155","227-230","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-10-05-telcon-24.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","31","1994-10-10","Telcon","Tier 3 - supporting candidate","63","4","Telephone call with President Boris Yeltsin of Russia, October 10, 1994, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (22); Economic Reform / Assistance (5); Ukraine / Nuclear Security (2)","156-160","238-241","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-10-10-clinton-yeltsin-iraq-telcon.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","32","1995-02-13","Telcon","Tier 3 - supporting candidate","55","4","Telephone call with President Boris Yeltsin of Russia, February 13, 1995, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: participants; notetaker; interpreter.","","Needs source-note review","participants; notetaker; interpreter; classified-by line not parsed; classification reason not parsed","Review fields","participants; notetaker; interpreter","Heavy annotation review","Ready to read; source-note review","Chechnya / Caucasus (15); Economic Reform / Assistance (12); Russian Politics / Elections (7)","161-165","268-271","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-02-13-telcon-26.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","37","1995-09-27","Telcon","Tier 3 - supporting candidate","50","3","Telephone call with President Boris Yeltsin of Russia, September 27, 1995, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (8); Ukraine / Nuclear Security (5); Arms Control / Nonproliferation (4)","202-205","324-326","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-09-27-telcon-31.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","39","1995-10-23","Memcon","Tier 3 - supporting candidate","48","5","Lunch with Boris Yeltsin, President of Russian Federation","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (1); Ukraine / Nuclear Security (1)","219-224","31-35","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-10-23-clinton-yeltsin-hyde-park-lunch.pdf","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","44","1996-04-21","Memcon","Tier 3 - supporting candidate","65","13","POTUS-Yeltsin One-on-One","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: participants; classification marking.","","Needs source-note review","participants; classification marking; classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Review fields","participants; classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (13); Arms Control / Nonproliferation (11); Chechnya / Caucasus (7)","247-260","381-393","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-04-21-memcon-moscow-one-on-one.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","46","1996-05-07","Telcon","Tier 3 - supporting candidate","50","4","Telephone call with President Boris Yeltsin of Russia, May 7, 1996, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (10); Chechnya / Caucasus (5); Economic Reform / Assistance (5)","269-273","25-28","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-05-07-telcon-38.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","51","1997-02-27","Telcon","Tier 3 - supporting candidate","54","3","Telephone call with President Boris Yeltsin of Russia, February 27, 1997, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (16); Arms Control / Nonproliferation (11); Economic Reform / Assistance (3)","288-291","87-89","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-02-27-telcon-43.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","58","1997-10-30","Telcon","Tier 3 - supporting candidate","69","6","Telephone call with President Boris Yeltsin of Russia, October 30, 1997, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (21); Russian Politics / Elections (5); Iraq / Middle East (3)","343-349","183-188","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-10-30-telcon-47.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","60","1997-11-22","Telcon","Tier 3 - supporting candidate","46","6","Telephone call with President Boris Yeltsin of Russia, November 22, 1997, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (10); Arms Control / Nonproliferation (7); Russian Politics / Elections (5)","354-360","218-223","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-11-22-telcon-49.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","64","1998-05-12","Telcon","Tier 3 - supporting candidate","54","5","Telephone call with President Boris Yeltsin of Russia, May 12, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (13); Ukraine / Nuclear Security (6); Kosovo / Balkans (5)","377-382","286-290","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-12-telcon-53.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","67","1998-05-28","Telcon","Tier 3 - supporting candidate","48","4","Telephone call with President Boris Yeltsin of Russia, May 28, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Russian Politics / Elections (1); Ukraine / Nuclear Security (1)","396-400","329-332","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-28-telcon-56.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","70","1998-07-10","Telcon","Tier 3 - supporting candidate","56","4","Telephone call with President Boris Yeltsin of Russia, July 10, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (10); Economic Reform / Assistance (7); Iraq / Middle East (3)","410-414","371-374","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-07-10-telcon-60.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","71","1998-08-14","Telcon","Tier 3 - supporting candidate","68","6","Telephone call with President Boris Yeltsin of Russia, August 14, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (11); Kosovo / Balkans (9); Russian Politics / Elections (9)","415-421","384-389","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-08-14-telcon-61.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","74","1998-09-12","Telcon","Tier 3 - supporting candidate","50","4","Telephone call with President Boris Yeltsin of Russia, September 12, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (8); Russian Politics / Elections (4); Iraq / Middle East (1)","427-431","422-425","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-09-12-telcon-64.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","76","1998-12-30","Telcon","Tier 3 - supporting candidate","62","5","Telephone call with President Boris Yeltsin of Russia, December 30, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Arms Control / Nonproliferation (9); Iraq / Middle East (8)","435-439","1-5","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-12-30-clinton-yeltsin-telcon-actual-pages.pdf","https://clinton.presidentiallibraries.us/files/original/1ec29c3214c0ccb6c6ed30fd7e5b06af.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","81","1999-05-02","Telcon","Tier 3 - supporting candidate","45","4","Telephone call with President Boris Yeltsin of Russia, May 2, 1999, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (5)","466-470","470-473","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-05-02-telcon-71.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","88","1999-09-08","Telcon","Tier 3 - supporting candidate","45","5","Telephone call with President Boris Yeltsin of Russia, September 8, 1999, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: participants; notetaker; interpreter.","","Needs source-note review","participants; notetaker; interpreter","Review fields","participants; notetaker; interpreter","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (19); Chechnya / Caucasus (3); Russian Politics / Elections (3)","504-509","548-552","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-09-08-telcon-78.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","6","1993-04-26","Telcon","Tier 4 - concise/confirmatory","23","2","Telephone call with President Boris Yeltsin of Russia, April 26, 1993, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Economic Reform / Assistance (1)","32-34","51-52","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-04-26-telcon-05.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","7","1993-05-02","Telcon","Tier 4 - concise/confirmatory","23","2","Telephone call with President Boris Yeltsin of Russia, May 2, 1993, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Light annotation check","Ready to read; source-note review","","35-37","60-61","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-05-02-telcon-06.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","20","1994-02-20","Telcon","Tier 4 - concise/confirmatory","37","3","Telephone call with President Boris Yeltsin of Russia, February 20, 1994, White House White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (6); NATO / European Security (1)","104-107","155-157","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-02-20-telcon-16.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","47","1996-06-18","Telcon","Tier 4 - concise/confirmatory","37","2","Telephone call with President Boris Yeltsin of Russia, June 18, 1996, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (4); Economic Reform / Assistance (2); NATO / European Security (1)","274-276","39-40","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-06-18-telcon-39.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","48","1996-07-05","Telcon","Tier 4 - concise/confirmatory","37","3","Telephone call with President Boris Yeltsin of Russia, July 5, 1996, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (5); Arms Control / Nonproliferation (2); NATO / European Security (1)","277-280","49-51","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-07-05-telcon-40.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","49","1996-09-15","Telcon","Tier 4 - concise/confirmatory","16","2","Telephone call with President Boris Yeltsin of Russia, September 15, 1996, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Russian Politics / Elections (1)","281-283","64-65","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-09-15-telcon-41.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","50","1996-12-05","Telcon","Tier 4 - concise/confirmatory","31","3","Telephone call with President Boris Yeltsin of Russia, December 5, 1996, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (3); Economic Reform / Assistance (1)","284-287","77-79","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-12-05-telcon-42.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","59","1997-11-16","Telcon","Tier 4 - concise/confirmatory","35","3","Telephone call with President Boris Yeltsin of Russia, November 16, 1997, Malibu, California","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (9); Arms Control / Nonproliferation (2); Ukraine / Nuclear Security (1)","350-353","206-208","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-11-16-telcon-48.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","61","1998-02-02","Telcon","Tier 4 - concise/confirmatory","44","4","Telephone call with President Boris Yeltsin of Russia, February 2, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (15); Arms Control / Nonproliferation (1); Russian Politics / Elections (1)","361-365","236-239","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-02-02-telcon-50.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","66","1998-05-21","Telcon","Tier 4 - concise/confirmatory","30","3","Telephone call with President Boris Yeltsin of Russia, May 21, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (2); Iraq / Middle East (1); Russian Politics / Elections (1)","392-395","301-303","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-21-telcon-55.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","69","1998-06-16","Telcon","Tier 4 - concise/confirmatory","22","2","Telephone call with President Boris Yeltsin of Russia, June 16, 1998, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Kosovo / Balkans (3)","407-409","359-360","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-06-16-telcon-59.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","72","1998-08-25","Telcon","Tier 4 - concise/confirmatory","39","4","Telephone call with President Boris Yeltsin of Russia, August 25, 1998, Martha's Vineyard, Massachusetts","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking; notetaker.","","Needs source-note review","classification marking; notetaker","Review fields","classification marking; notetaker","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (7); Kosovo / Balkans (4); Arms Control / Nonproliferation (3)","422-426","405-408","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-08-25-telcon-62.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","82","1999-06-07","Telcon","Tier 4 - concise/confirmatory","24","2","Telephone call with President Boris Yeltsin of Russia, June 7, 1999, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (2)","471-473","479-480","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-07-telcon-72.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","86","1999-06-14","Telcon","Tier 4 - concise/confirmatory","34","4","Telephone call with President Boris Yeltsin of Russia, June 14, 1999, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (9); NATO / European Security (1)","489-493","521-524","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-14-telcon-76.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","90","1999-12-31","Telcon","Tier 4 - concise/confirmatory","24","3","Telephone call with President Boris Yeltsin of Russia, December 31, 1999, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking; interpreter.","","Needs source-note review","classification marking; interpreter","Review fields","classification marking; interpreter","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (5); Arms Control / Nonproliferation (1); Iraq / Middle East (1)","518-521","582-584","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-12-31-telcon-80.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Annotation backlog","9","1993-06-28","Telcon","Tier 3 - supporting candidate","69","4","Telephone call with President Boris Yeltsin of Russia, June 28, 1993, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Arms Control / Nonproliferation; Iraq / Middle East.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (17); Arms Control / Nonproliferation (6); Iraq / Middle East (5)","41-45","76-79","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-06-28-telcon-08.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","11","1993-09-07","Telcon","Tier 3 - supporting candidate","59","4","Telephone call with President Boris Yeltsin of Russia, September 7, 1993, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Ukraine / Nuclear Security; Economic Reform / Assistance; Arms Control / Nonproliferation.","","Needs source-note review","classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Ukraine / Nuclear Security (12); Economic Reform / Assistance (7); Arms Control / Nonproliferation (2)","56-60","95-98","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-09-07-telcon-10.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","17","1994-01-14","Memcon","Tier 3 - supporting candidate","66","3","Trilateral Meeting with President Boris Yeltsin of Russia on Security Issues","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Ukraine / Nuclear Security; Arms Control / Nonproliferation; Economic Reform / Assistance.","","Needs source-note review","classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Ukraine / Nuclear Security (29); Arms Control / Nonproliferation (3); Economic Reform / Assistance (1)","91-93","State FOIA document C06694499, conversation pages 1-3","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-01-14-memcon-trilateral-yeltsin-kravchuk.pdf","https://drive.google.com/file/d/1mA2m1fonXTwvzmbdVLzjWV7iGpBWAC1r/view","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","19","1994-01-15","Memcon","Tier 3 - supporting candidate","49","2","One-on-One Meeting with President Boris Yeltsin of Russia","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Russian Politics / Elections.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (7); Russian Politics / Elections (3)","102-103","1-2","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/clinton-standalone-1994-01-15-memcon-one-on-one.pdf","https://clinton.presidentiallibraries.us/files/original/67bc3e4fc7cc0ed1ba4f438e510624d8.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
